Order ID,Order Date,Product Name,Sub-Category,Region,Sales,Profit,Discount,Quantity,Year,Month,YearMonth
CA-2014-128986,2014-08-03,White Computer Printout Paper by Universal,Paper,West,93.024,33.7212,0.2,3,2014,8,2014-08
CA-2015-139584,2015-08-24,Chromcraft Rectangular Conference Tables,Tables,East,284.364,-75.8304,0.4,2,2015,8,2015-08
CA-2015-139584,2015-08-24,Memorex Micro Travel Drive 8 GB,Accessories,East,26.0,11.7,0.0,2,2015,8,2015-08
US-2016-162677,2016-03-26,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Storage,South,67.64,5.9185,0.2,5,2016,3,2016-03
US-2016-162677,2016-03-26,Case Logic 2.4GHz Wireless Keyboard,Accessories,South,119.976,-17.9964,0.2,3,2016,3,2016-03
US-2014-150924,2014-09-12,Wilson Jones Impact Binders,Binders,Central,5.18,-8.029,0.8,5,2014,9,2014-09
CA-2014-153969,2014-09-21,Staple envelope,Envelopes,West,15.56,7.3132,0.0,2,2014,9,2014-09
CA-2014-153969,2014-09-21,"#10 White Business Envelopes,4 1/8 x 9 1/2",Envelopes,West,78.35,36.8245,0.0,5,2014,9,2014-09
CA-2014-153969,2014-09-21,Newell 34,Art,West,59.52,15.4752,0.0,3,2014,9,2014-09
CA-2014-153969,2014-09-21,Xerox 1971,Paper,West,38.52,17.334,0.0,9,2014,9,2014-09
CA-2014-153969,2014-09-21,Polycom CX300 Desktop Phone USB VoIP phone,Phones,West,239.984,23.9984,0.2,2,2014,9,2014-09
CA-2014-153969,2014-09-21,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Paper,West,19.35,9.4815,0.0,3,2014,9,2014-09
CA-2016-146682,2016-10-29,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Furnishings,Central,67.0,32.16,0.0,5,2016,10,2016-10
CA-2016-138695,2016-05-28,Novimex Fabric Task Chair,Chairs,South,390.272,-24.392,0.2,8,2016,5,2016-05
CA-2016-138695,2016-05-28,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Paper,South,62.192,19.435,0.2,13,2016,5,2016-05
CA-2017-107461,2017-12-21,Ibico Presentation Index for Binding Systems,Binders,South,23.88,11.2236,0.0,6,2017,12,2017-12
US-2016-133879,2016-03-21,Avery Durable Slant Ring Binders,Binders,Central,3.168,-4.752,0.8,2,2016,3,2016-03
US-2016-133879,2016-03-21,"Global Airflow Leather Mesh Back Chair, Black",Chairs,Central,528.43,0.0,0.3,5,2016,3,2016-03
US-2016-133879,2016-03-21,Newell 33,Art,Central,13.392,1.5066,0.2,3,2016,3,2016-03
CA-2017-157483,2017-11-11,Boston 1799 Powerhouse Electric Pencil Sharpener,Art,Central,181.86,50.9208,0.0,7,2017,11,2017-11
US-2017-132059,2017-09-23,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Bookcases,West,180.588,-240.784,0.7,2,2017,9,2017-09
US-2017-132059,2017-09-23,Belkin F8E887 USB Wired Ergonomic Keyboard,Accessories,West,47.984,0.5998,0.2,2,2017,9,2017-09
CA-2017-122280,2017-09-10,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",Paper,East,18.76,9.0048,0.0,2,2017,9,2017-09
CA-2017-105235,2017-12-05,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",Furnishings,East,20.94,6.0726,0.0,3,2017,12,2017-12
CA-2017-105235,2017-12-05,"Seth Thomas 14"" Putty-Colored Wall Clock",Furnishings,East,58.68,18.1908,0.0,2,2017,12,2017-12
CA-2017-105235,2017-12-05,Eureka The Boss Cordless Rechargeable Stick Vac,Appliances,East,254.9,68.823,0.0,5,2017,12,2017-12
CA-2017-152912,2017-11-09,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Binders,East,9.64,4.4344,0.0,2,2017,11,2017-11
CA-2017-152912,2017-11-09,Maxell iVDR EX 500GB Cartridge,Accessories,East,826.62,355.4466,0.0,3,2017,11,2017-11
CA-2017-152912,2017-11-09,Adjustable Depth Letter/Legal Cart,Storage,East,1633.14,473.6106,0.0,9,2017,11,2017-11
CA-2017-152912,2017-11-09,Adjustable Depth Letter/Legal Cart,Storage,East,544.38,157.8702,0.0,3,2017,11,2017-11
CA-2014-123498,2014-11-07,Satellite Sectional Post Binders,Binders,Central,26.046,-44.2782,0.8,3,2014,11,2014-11
CA-2014-123498,2014-11-07,Staple envelope,Envelopes,Central,74.352,26.9526,0.2,3,2014,11,2014-11
CA-2017-159352,2017-03-12,PowerGen Dual USB Car Charger,Phones,East,69.93,32.1678,0.0,7,2017,3,2017-03
US-2017-146416,2017-10-20,Avery 510,Labels,West,3.75,1.8,0.0,1,2017,10,2017-10
US-2017-146416,2017-10-20,Wilson Jones Four-Pocket Poly Binders,Binders,West,20.928,7.5864,0.2,4,2017,10,2017-10
US-2015-163783,2015-12-27,Sterilite Show Offs Storage Containers,Storage,Central,12.672,-3.168,0.2,3,2015,12,2015-12
CA-2017-123981,2017-10-02,Plantronics 81402,Phones,East,65.99,17.1574,0.0,1,2017,10,2017-10
CA-2017-158953,2017-06-04,Presstex Flexible Ring Binders,Binders,Central,6.37,-9.555,0.8,7,2017,6,2017-06
CA-2014-165428,2014-09-01,Prestige Round Ring Binders,Binders,Central,3.648,-6.0192,0.8,3,2014,9,2014-09
CA-2014-165428,2014-09-01,Xerox 216,Paper,Central,31.104,10.8864,0.2,6,2014,9,2014-09
CA-2016-169026,2016-08-08,"Alliance Super-Size Bands, Assorted Sizes",Fasteners,South,23.34,0.2334,0.0,3,2016,8,2016-08
CA-2017-109750,2017-07-22,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Phones,East,29.97,14.0859,0.0,3,2017,7,2017-07
CA-2015-149384,2015-07-10,Accohide Poly Flexible Ring Binders,Binders,West,3.366,-2.244,0.7,3,2015,7,2015-07
CA-2014-131527,2014-12-01,"BlueLounge Milo Smartphone Stand, White/Metallic",Phones,South,95.968,9.5968,0.2,4,2014,12,2014-12
CA-2017-164000,2017-12-18,Avery Fluorescent Highlighter Four-Color Set,Art,East,18.704,2.338,0.2,7,2017,12,2017-12
CA-2014-164224,2014-05-18,Deflect-o Glass Clear Studded Chair Mats,Furnishings,East,149.232,3.7308,0.2,3,2014,5,2014-05
CA-2014-164224,2014-05-18,Xerox 1949,Paper,East,15.936,5.7768,0.2,4,2014,5,2014-05
CA-2014-158372,2014-11-10,Jabra SPEAK 410,Phones,West,601.536,60.1536,0.2,8,2014,11,2014-11
CA-2014-158372,2014-11-10,Memorex Froggy Flash Drive 4 GB,Accessories,West,10.99,4.2861,0.0,1,2014,11,2014-11
CA-2014-158372,2014-11-10,Luxo Economy Swing Arm Lamp,Furnishings,West,39.88,11.1664,0.0,2,2014,11,2014-11
CA-2014-158372,2014-11-10,"Southworth 100% Résumé Paper, 24lb.",Paper,West,62.24,28.008,0.0,8,2014,11,2014-11
CA-2014-158372,2014-11-10,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Furnishings,West,53.2,14.896,0.0,5,2014,11,2014-11
CA-2014-158372,2014-11-10,Avery White Multi-Purpose Labels,Labels,West,39.84,18.3264,0.0,8,2014,11,2014-11
CA-2016-108882,2016-01-09,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,Accessories,West,349.95,118.983,0.0,5,2016,1,2016-01
CA-2016-108882,2016-01-09,netTALK DUO VoIP Telephone Service,Phones,West,377.928,141.723,0.2,9,2016,1,2016-01
US-2017-108245,2017-09-22,Staple envelope,Envelopes,Central,13.392,5.022,0.2,3,2017,9,2017-09
US-2017-108245,2017-09-22,Insertable Tab Post Binder Dividers,Binders,Central,11.228,-18.5262,0.8,7,2017,9,2017-09
CA-2014-142314,2014-12-23,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Appliances,Central,207.24,58.0272,0.0,11,2014,12,2014-12
CA-2016-132409,2016-05-26,"OIC #2 Pencils, Medium Soft",Art,East,1.504,0.1692,0.2,1,2016,5,2016-05
CA-2016-132409,2016-05-26,Holmes HEPA Air Purifier,Appliances,East,34.848,6.534,0.2,2,2016,5,2016-05
CA-2017-150189,2017-07-08,Avery 485,Labels,West,75.18,35.3346,0.0,6,2017,7,2017-07
CA-2014-114433,2014-05-13,Plantronics Audio 478 Stereo USB Headset,Accessories,West,149.97,52.4895,0.0,3,2014,5,2014-05
CA-2017-104640,2017-11-10,Fellowes PB300 Plastic Comb Binding Machine,Binders,East,931.176,314.2719,0.2,3,2017,11,2017-11
CA-2017-104640,2017-11-10,Aastra 6757i CT Wireless VoIP phone,Phones,East,430.88,124.9552,0.0,2,2017,11,2017-11
US-2015-137008,2015-10-02,Computer Printout Paper with Letter-Trim Perforations,Paper,East,94.85,45.528,0.0,5,2015,10,2015-10
US-2015-137008,2015-10-02,Globe Weis Peel & Seel First Class Envelopes,Envelopes,East,51.12,23.004,0.0,4,2015,10,2015-10
US-2015-137008,2015-10-02,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Accessories,East,90.0,32.4,0.0,1,2015,10,2015-10
CA-2014-108189,2014-10-02,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Paper,West,9.408,3.4104,0.2,2,2014,10,2014-10
CA-2014-108189,2014-10-02,Staples,Fasteners,West,4.672,1.46,0.2,2,2014,10,2014-10
CA-2014-108189,2014-10-02,Bose SoundLink Bluetooth Speaker,Phones,West,318.4,107.46,0.2,2,2014,10,2014-10
CA-2014-108189,2014-10-02,Letter or Legal Size Expandable Poly String Tie Envelopes,Envelopes,West,12.768,4.6284,0.2,6,2014,10,2014-10
CA-2014-108189,2014-10-02,Stiletto Hand Letter Openers,Supplies,West,15.36,-3.264,0.2,2,2014,10,2014-10
CA-2014-108189,2014-10-02,Pyle PMP37LED,Phones,West,230.376,20.1579,0.2,3,2014,10,2014-10
CA-2014-108189,2014-10-02,Kingston Digital DataTraveler 16GB USB 2.0,Accessories,West,7.16,-0.0895,0.2,1,2014,10,2014-10
CA-2014-154641,2014-08-11,Tennsco Single-Tier Lockers,Storage,East,375.34,18.767,0.0,1,2014,8,2014-08
CA-2017-131625,2017-09-01,"Seth Thomas 12"" Clock w/ Goldtone Case",Furnishings,East,114.9,39.066,0.0,5,2017,9,2017-09
US-2017-156356,2017-04-16,Satellite Sectional Post Binders,Binders,Central,26.046,-44.2782,0.8,3,2017,4,2017-04
US-2017-156356,2017-04-16,"GBC White Gloss Covers, Plain Front",Binders,Central,2.896,-4.7784,0.8,1,2017,4,2017-04
US-2017-156356,2017-04-16,Tennsco Commercial Shelving,Storage,Central,32.544,-7.7292,0.2,2,2017,4,2017-04
CA-2016-138933,2016-04-24,Cardinal Holdit Business Card Pockets,Binders,West,3.984,1.3944,0.2,1,2016,4,2016-04
CA-2016-140746,2016-01-15,"Bevis Round Bullnose 29"" High Table Top",Tables,East,181.797,-15.5826,0.3,1,2016,1,2016-01
CA-2016-146836,2016-05-02,Super Decoflex Portable Personal File,Storage,East,44.94,12.5832,0.0,3,2016,5,2016-05
CA-2016-146836,2016-05-02,Poly Designer Cover & Back,Binders,East,45.576,15.9516,0.2,3,2016,5,2016-05
US-2016-127971,2016-11-20,"Global Wood Trimmed Manager's Task Chair, Khaki",Chairs,Central,318.43,-77.333,0.3,5,2016,11,2016-11
US-2016-127971,2016-11-20,Samsung HM1900 Bluetooth Headset,Phones,Central,122.92,46.095,0.2,7,2016,11,2016-11
US-2016-127971,2016-11-20,Eldon Wave Desk Accessories,Furnishings,Central,7.068,-2.8272,0.6,3,2016,11,2016-11
US-2016-140809,2016-02-01,X-Rack File for Hanging Folders,Storage,South,56.45,14.677,0.0,5,2016,2,2016-02
CA-2017-114524,2017-03-31,"SlimView Poly Binder, 3/8""",Binders,Central,13.468,-22.8956,0.8,13,2017,3,2017-03
CA-2017-113355,2017-12-01,Cisco SPA112 2 Port Phone Adapter,Phones,Central,219.8,24.7275,0.2,5,2017,12,2017-12
CA-2017-113355,2017-12-01,DMI Arturo Collection Mission-style Design Wood Chair,Chairs,Central,317.058,-18.1176,0.3,3,2017,12,2017-12
US-2017-140907,2017-12-10,Logitech Desktop MK120 Mouse and keyboard Combo,Accessories,West,49.08,4.908,0.0,3,2017,12,2017-12
US-2017-140907,2017-12-10,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Storage,West,324.9,38.988,0.0,5,2017,12,2017-12
US-2017-140907,2017-12-10,Col-Erase Pencils with Erasers,Art,West,18.24,5.2896,0.0,3,2017,12,2017-12
CA-2016-159730,2016-09-17,Harbour Creations 67200 Series Stacking Chairs,Chairs,West,113.888,9.9652,0.2,2,2016,9,2016-09
CA-2016-159730,2016-09-17,Clarity 53712,Phones,West,105.584,7.9188,0.2,2,2016,9,2016-09
CA-2016-157868,2016-12-23,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Fasteners,Central,24.85,11.6795,0.0,7,2016,12,2016-12
CA-2017-119389,2017-04-17,"Eldon Executive Woodline II Desk Accessories, Mahogany",Furnishings,East,60.312,5.2773,0.2,3,2017,4,2017-04
CA-2017-110373,2017-10-27,Prang Colored Pencils,Art,Central,7.056,2.205,0.2,3,2017,10,2017-10
CA-2017-110373,2017-10-27,Spigen Samsung Galaxy S5 Case Wallet,Phones,Central,27.184,2.0388,0.2,2,2017,10,2017-10
CA-2016-155474,2016-07-08,Logitech Mobile Speakerphone P710e - speaker phone,Phones,West,107.984,9.4486,0.2,1,2016,7,2016-07
CA-2016-155474,2016-07-08,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Binders,West,19.296,6.03,0.2,3,2016,7,2016-07
CA-2015-155453,2015-08-09,Avery File Folder Labels,Labels,South,4.608,1.6704,0.2,2,2015,8,2015-08
US-2016-161844,2016-12-09,Hon 61000 Series Interactive Training Tables,Tables,South,79.974,-29.3238,0.4,3,2016,12,2016-12
US-2016-161844,2016-12-09,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Binders,South,2.946,-2.0622,0.7,2,2016,12,2016-12
US-2016-162103,2016-11-13,XtraLife ClearVue Slant-D Ring Binders by Cardinal,Binders,Central,3.136,-4.704,0.8,2,2016,11,2016-11
CA-2014-151554,2014-11-14,Xerox 221,Paper,Central,20.736,7.2576,0.2,4,2014,11,2014-11
CA-2014-140662,2014-11-17,Case Logic 2.4GHz Wireless Keyboard,Accessories,West,99.98,7.9984,0.0,2,2014,11,2014-11
CA-2014-140662,2014-11-17,Xerox 1941,Paper,West,733.95,352.296,0.0,7,2014,11,2014-11
CA-2014-140662,2014-11-17,APC 7 Outlet Network SurgeArrest Surge Protector,Appliances,West,241.44,72.432,0.0,3,2014,11,2014-11
CA-2016-122518,2016-03-04,Avery 518,Labels,South,10.08,3.528,0.2,4,2016,3,2016-03
US-2014-126571,2014-10-11,Fellowes High-Stak Drawer Files,Storage,East,281.904,10.5714,0.2,2,2014,10,2014-10
US-2014-126571,2014-10-11,Airmail Envelopes,Envelopes,East,201.432,67.9833,0.2,3,2014,10,2014-10
CA-2014-143840,2014-05-22,Nortel Networks T7316 E Nt8 B27,Phones,South,135.98,33.995,0.0,2,2014,5,2014-05
CA-2014-143840,2014-05-22,Plantronics Encore H101 Dual Earpieces Headset,Phones,South,44.95,12.586,0.0,1,2014,5,2014-05
CA-2014-115980,2014-07-15,Maxell 4.7GB DVD-R 5/Pack,Accessories,Central,2.97,1.3068,0.0,3,2014,7,2014-07
CA-2014-115980,2014-07-15,Advantus Push Pins,Fasteners,Central,6.54,2.6814,0.0,3,2014,7,2014-07
CA-2015-155145,2015-12-27,Maxell 4.7GB DVD-R 5/Pack,Accessories,West,7.92,3.4848,0.0,8,2015,12,2015-12
CA-2015-146038,2015-02-09,"Global Deluxe Stacking Chair, Gray",Chairs,West,203.92,22.941,0.2,5,2015,2,2015-02
CA-2017-133865,2017-05-08,Canon Imageclass D680 Copier / Fax,Copiers,West,3359.952,1049.985,0.2,6,2017,5,2017-05
CA-2017-116358,2017-11-02,Staples,Fasteners,Central,18.24,9.12,0.0,3,2017,11,2017-11
CA-2017-116358,2017-11-02,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Art,Central,27.78,9.1674,0.0,6,2017,11,2017-11
CA-2014-102988,2014-04-05,Crayola Colored Pencils,Art,South,22.96,7.5768,0.0,7,2014,4,2014-04
CA-2014-102988,2014-04-05,AT&T CL82213,Phones,South,28.99,8.4071,0.0,1,2014,4,2014-04
CA-2014-102988,2014-04-05,Xerox 1957,Paper,South,12.96,6.3504,0.0,2,2014,4,2014-04
CA-2014-102988,2014-04-05,Newell 321,Art,South,22.96,6.6584,0.0,7,2014,4,2014-04
CA-2014-102988,2014-04-05,Martin Yale Chadless Opener Electric Letter Opener,Supplies,South,4164.05,83.281,0.0,5,2014,4,2014-04
US-2014-117170,2014-09-17,Logitech Trackman Marble Mouse,Accessories,South,47.984,13.1956,0.2,2,2014,9,2014-09
US-2014-117170,2014-09-17,Xerox 1924,Paper,South,4.624,1.6762,0.2,1,2014,9,2014-09
CA-2014-159478,2014-09-30,"Master Caster Door Stop, Brown",Furnishings,East,15.24,5.1816,0.0,3,2014,9,2014-09
CA-2014-103702,2014-09-12,"Premier Elliptical Ring Binder, Black",Binders,East,63.924,-46.8776,0.7,7,2014,9,2014-09
CA-2017-150525,2017-02-20,Newell 351,Art,Central,6.56,1.9024,0.0,2,2017,2,2017-02
CA-2017-150525,2017-02-20,Disposable Triple-Filter Dust Bags,Appliances,Central,13.11,3.4086,0.0,3,2017,2,2017-02
CA-2015-157770,2015-12-13,Plantronics Voyager Pro Legend,Phones,West,494.376,49.4376,0.2,3,2015,12,2015-12
CA-2015-157770,2015-12-13,"Angle-D Binders with Locking Rings, Label Holders",Binders,West,29.2,9.855,0.2,5,2015,12,2015-12
CA-2015-157770,2015-12-13,Logitech K350 2.4Ghz Wireless Keyboard,Accessories,West,248.85,27.3735,0.0,5,2015,12,2015-12
CA-2015-157770,2015-12-13,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,Accessories,West,36.24,15.2208,0.0,1,2015,12,2015-12
CA-2016-167290,2016-10-30,Newell 312,Art,Central,11.68,3.504,0.0,2,2016,10,2016-10
CA-2014-106264,2014-12-26,Acme Rosewood Handle Letter Opener,Supplies,West,11.91,0.1191,0.0,3,2014,12,2014-12
CA-2014-106264,2014-12-26,"Eldon Regeneration Recycled Desk Accessories, Smoke",Furnishings,West,3.48,1.1136,0.0,2,2014,12,2014-12
CA-2014-138023,2014-08-15,GBC Durable Plastic Covers,Binders,Central,30.96,-52.632,0.8,8,2014,8,2014-08
CA-2017-113418,2017-10-01,Fellowes Powershred HS-440 4-Sheet High Security Shredder,Machines,East,1704.89,767.2005,0.0,11,2017,10,2017-10
US-2015-110569,2015-05-23,Cardinal EasyOpen D-Ring Binders,Binders,West,19.194,-12.796,0.7,7,2015,5,2015-05
US-2015-110569,2015-05-23,Fellowes Superior 10 Outlet Split Surge Protector,Appliances,West,121.792,13.7016,0.2,4,2015,5,2015-05
CA-2017-136308,2017-11-16,Bady BDG101FRU Card Printer,Machines,West,1919.976,215.9973,0.2,3,2017,11,2017-11
US-2014-159926,2014-11-18,Fellowes PB200 Plastic Comb Binding Machine,Binders,East,50.997,-40.7976,0.7,1,2014,11,2014-11
US-2014-159926,2014-11-18,Safco Industrial Wire Shelving,Storage,East,76.792,-16.3183,0.2,1,2014,11,2014-11
US-2014-159926,2014-11-18,Motorola Droid Maxx,Phones,East,539.964,-107.9928,0.4,6,2014,11,2014-11
US-2014-159926,2014-11-18,"Eldon Executive Woodline II Desk Accessories, Mahogany",Furnishings,East,60.312,5.2773,0.2,3,2014,11,2014-11
US-2014-159926,2014-11-18,Peel & Stick Add-On Corner Pockets,Binders,East,1.944,-1.4256,0.7,3,2014,11,2014-11
CA-2014-104738,2014-12-30,Fashion Color Clasp Envelopes,Envelopes,Central,12.984,4.7067,0.2,3,2014,12,2014-12
CA-2014-104738,2014-12-30,"Plantronics CS 50-USB - headset - Convertible, Monaural",Phones,Central,217.584,19.0386,0.2,2,2014,12,2014-12
CA-2014-104738,2014-12-30,AT&T 1080 Corded phone,Phones,Central,328.776,28.7679,0.2,3,2014,12,2014-12
CA-2014-104738,2014-12-30,Acco Hanging Data Binders,Binders,Central,2.286,-3.6576,0.8,3,2014,12,2014-12
CA-2014-104738,2014-12-30,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Accessories,Central,47.984,14.3952,0.2,2,2014,12,2014-12
CA-2015-144386,2015-11-05,"Wilson Jones 1"" Hanging DublLock Ring Binders",Binders,East,25.344,8.8704,0.2,6,2015,11,2015-11
CA-2016-111416,2016-09-17,Avery Arch Ring Binders,Binders,East,232.4,78.435,0.2,5,2016,9,2016-09
CA-2016-162747,2016-03-20,"Eldon Image Series Desk Accessories, Ebony",Furnishings,South,86.45,38.038,0.0,7,2016,3,2016-03
US-2014-133130,2014-09-27,DMI Arturo Collection Mission-style Design Wood Chair,Chairs,West,603.92,45.294,0.2,5,2014,9,2014-09
US-2014-133130,2014-09-27,Xerox 1919,Paper,West,81.98,40.1702,0.0,2,2014,9,2014-09
CA-2017-169978,2017-12-24,DMI Arturo Collection Mission-style Design Wood Chair,Chairs,East,271.764,48.3136,0.1,2,2017,12,2017-12
CA-2017-169978,2017-12-24,"DXL Angle-View Binders with Locking Rings, Black",Binders,East,14.376,4.8519,0.2,3,2017,12,2017-12
CA-2017-161739,2017-11-10,Tenex Antistatic Computer Chair Mats,Furnishings,Central,341.96,-427.45,0.6,5,2017,11,2017-11
CA-2015-165057,2015-09-11,Boston 19500 Mighty Mite Electric Pencil Sharpener,Art,West,181.35,48.9645,0.0,9,2015,9,2015-09
CA-2015-165057,2015-09-11,Avery 474,Labels,West,8.64,4.2336,0.0,3,2015,9,2015-09
CA-2014-134551,2014-12-20,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Appliances,South,43.512,3.8073,0.2,7,2014,12,2014-12
CA-2014-134551,2014-12-20,SAFCO Arco Folding Chair,Chairs,South,662.88,74.574,0.2,3,2014,12,2014-12
CA-2014-134551,2014-12-20,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),Paper,South,25.92,9.072,0.2,5,2014,12,2014-12
CA-2015-120810,2015-07-23,Belkin F5C206VTEL 6 Outlet Surge,Appliances,East,68.94,20.682,0.0,3,2015,7,2015-07
CA-2015-120810,2015-07-23,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Furnishings,East,128.82,50.2398,0.0,3,2015,7,2015-07
CA-2014-165309,2014-11-11,GBC DocuBind TL300 Electric Binding System,Binders,Central,896.99,-1480.0335,0.8,5,2014,11,2014-11
CA-2014-165309,2014-11-11,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",Binders,Central,1.234,-1.9744,0.8,1,2014,11,2014-11
CA-2014-165309,2014-11-11,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Art,Central,67.56,6.756,0.2,3,2014,11,2014-11
CA-2014-165309,2014-11-11,"Wirebound Message Book, 4 per Page",Paper,Central,21.72,7.8735,0.2,5,2014,11,2014-11
CA-2014-165309,2014-11-11,Xerox 1893,Paper,Central,262.336,95.0968,0.2,8,2014,11,2014-11
CA-2014-165309,2014-11-11,Geemarc AmpliPOWER60,Phones,Central,148.48,16.704,0.2,2,2014,11,2014-11
CA-2014-165309,2014-11-11,Classic Ivory Antique Telephone ZL1810,Phones,Central,241.176,15.0735,0.2,3,2014,11,2014-11
CA-2017-122595,2017-12-14,Kensington Expert Mouse Optical USB Trackball for PC or Mac,Accessories,Central,227.976,28.497,0.2,3,2017,12,2017-12
CA-2017-122595,2017-12-14,Samsung HM1900 Bluetooth Headset,Phones,Central,52.68,19.755,0.2,3,2017,12,2017-12
CA-2017-122595,2017-12-14,"Master Caster Door Stop, Gray",Furnishings,Central,2.032,-1.3208,0.6,1,2017,12,2017-12
US-2017-109253,2017-08-21,Newell 336,Art,West,17.12,4.9648,0.0,4,2017,8,2017-08
US-2017-109253,2017-08-21,Cisco 8x8 Inc. 6753i IP Business Phone System,Phones,West,431.968,37.7972,0.2,4,2017,8,2017-08
US-2017-109253,2017-08-21,Tenex Chairmats For Use with Hard Floors,Furnishings,West,129.92,10.3936,0.0,4,2017,8,2017-08
US-2017-109253,2017-08-21,Chromcraft Rectangular Conference Tables,Tables,West,568.728,28.4364,0.2,3,2017,8,2017-08
US-2017-109253,2017-08-21,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Binders,West,117.144,42.4647,0.2,9,2017,8,2017-08
US-2017-109253,2017-08-21,Fellowes Command Center 5-outlet power strip,Appliances,West,203.52,54.9504,0.0,3,2017,8,2017-08
US-2017-109253,2017-08-21,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Labels,West,51.75,24.84,0.0,5,2017,8,2017-08
CA-2016-145982,2016-08-27,Xerox 1919,Paper,East,122.97,60.2553,0.0,3,2016,8,2016-08
CA-2016-145982,2016-08-27,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Tables,East,244.615,20.967,0.3,1,2016,8,2016-08
CA-2016-145982,2016-08-27,PureGear Roll-On Screen Protector,Phones,East,59.97,28.7856,0.0,3,2016,8,2016-08
CA-2016-145982,2016-08-27,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Paper,East,81.54,36.693,0.0,9,2016,8,2016-08
CA-2016-145982,2016-08-27,Staples,Fasteners,East,11.68,5.256,0.0,4,2016,8,2016-08
CA-2016-145982,2016-08-27,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Binders,East,29.0,13.92,0.0,5,2016,8,2016-08
CA-2015-112014,2015-08-13,50 Colored Long Pencils,Art,West,50.8,13.208,0.0,5,2015,8,2015-08
CA-2017-154732,2017-11-05,Avery Recycled Flexi-View Covers for Binding Systems,Binders,Central,16.03,-25.648,0.8,5,2017,11,2017-11
US-2016-157308,2016-08-17,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Binders,West,15.712,5.6956,0.2,4,2016,8,2016-08
CA-2016-147536,2016-12-26,Belkin F8E887 USB Wired Ergonomic Keyboard,Accessories,East,89.97,18.8937,0.0,3,2016,12,2016-12
US-2014-134733,2014-09-23,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Bookcases,West,435.999,20.5176,0.15,3,2014,9,2014-09
US-2014-134733,2014-09-23,netTALK DUO VoIP Telephone Service,Phones,West,83.984,31.494,0.2,2,2014,9,2014-09
US-2014-150434,2014-07-19,Polycom VVX 310 VoIP phone,Phones,East,359.98,93.5948,0.0,2,2014,7,2014-07
US-2014-150434,2014-07-19,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Tables,East,70.56,-4.032,0.3,1,2014,7,2014-07
US-2014-150434,2014-07-19,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",Binders,East,20.88,9.6048,0.0,2,2014,7,2014-07
US-2014-150434,2014-07-19,Acco Hanging Data Binders,Binders,East,3.81,1.8288,0.0,1,2014,7,2014-07
CA-2017-100335,2017-09-07,Easy-staple paper,Paper,Central,73.008,26.4654,0.2,9,2017,9,2017-09
CA-2016-139234,2016-05-06,Insertable Tab Post Binder Dividers,Binders,Central,3.208,-5.2932,0.8,2,2016,5,2016-05
CA-2016-139234,2016-05-06,Logitech Desktop MK120 Mouse and keyboard Combo,Accessories,Central,26.176,-3.272,0.2,2,2016,5,2016-05
